1,one,one
2,two,two
3,three,three
4,four,four
5,five,five
6,six,six
7,seven,seven
8,eight,eight
9,nine,nine
10,ten,ten
11,eleven,eleven
12,twelve,twelve
13,thir-teen,teen-thir
14,four-teen,teen-four
15,fif-teen,teen-fif
16,six-teen,teen-six
17,seven-teen,teen-seven
18,eigh-teen,teen-eigh
19,nine-teen,teen-nine
21,twenty-one,one-twenty
22,twenty-two,two-twenty
23,twenty-three,three-twenty
24,twenty-four,four-twenty
25,twenty-five,five-twenty
26,twenty-six,six-twenty
27,twenty-seven,seven-twenty
28,twenty-eight,eight-twenty
29,twenty-nine,nine-twenty
31,thirty-one,one-thirty
32,thirty-two,two-thirty
33,thirty-three,three-thirty
34,thirty-four,four-thirty
35,thirty-five,five-thirty
36,thirty-six,six-thirty
37,thirty-seven,seven-thirty
38,thirty-eight,eight-thirty
39,thirty-nine,nine-thirty
41,forty-one,one-forty
42,forty-two,two-forty
43,forty-three,three-forty
44,forty-four,four-forty
45,forty-five,five-forty
46,forty-six,six-forty
47,forty-seven,seven-forty
48,forty-eight,eight-forty
49,forty-nine,nine-forty
51,fifty-one,one-fifty
52,fifty-two,two-fifty
53,fifty-three,three-fifty
54,fifty-four,four-fifty
55,fifty-five,five-fifty
56,fifty-six,six-fifty
57,fifty-seven,seven-fifty
58,fifty-eight,eight-fifty
59,fifty-nine,nine-fifty
61,sixty-one,one-sixty
62,sixty-two,two-sixty
63,sixty-three,three-sixty
64,sixty-four,four-sixty
65,sixty-five,five-sixty
66,sixty-six,six-sixty
67,sixty-seven,seven-sixty
68,sixty-eight,eight-sixty
69,sixty-nine,nine-sixty
71,seventy-one,one-seventy
72,seventy-two,two-seventy
73,seventy-three,three-seventy
74,seventy-four,four-seventy
75,seventy-five,five-seventy
76,seventy-six,six-seventy
77,seventy-seven,seven-seventy
78,seventy-eight,eight-seventy
79,seventy-nine,nine-seventy
81,eighty-one,one-eighty
82,eighty-two,two-eighty
83,eighty-three,three-eighty
84,eighty-four,four-eighty
85,eighty-five,five-eighty
86,eighty-six,six-eighty
87,eighty-seven,seven-eighty
88,eighty-eight,eight-eighty
89,eighty-nine,nine-eighty
91,ninety-one,one-ninety
92,ninety-two,two-ninety
93,ninety-three,three-ninety
94,ninety-four,four-ninety
95,ninety-five,five-ninety
96,ninety-six,six-ninety
97,ninety-seven,seven-ninety
98,ninety-eight,eight-ninety
99,ninety-nine,nine-ninety
101,one-hundred-and-one,one-and-one-hundred
102,one-hundred-and-two,two-and-one-hundred
103,one-hundred-and-three,three-and-one-hundred
104,one-hundred-and-four,one-hundred-and-four
105,one-hundred-and-five,one-hundred-and-five
106,one-hundred-and-six,one-hundred-and-six
107,one-hundred-and-seven,one-hundred-and-seven
108,one-hundred-and-eight,one-hundred-and-eight
109,one-hundred-and-nine,one-hundred-and-nine
110,one-hundred-and-ten,one-hundred-and-ten
111,one-hundred-and-eleven,one-hundred-and-eleven
112,one-hundred-and-twelve,one-hundred-and-twelve
113,one-hundred-and-thirteen,one-hundred-and-thirteen
114,one-hundred-and-fourteen,one-hundred-and-fourteen
115,one-hundred-and-fifteen,one-hundred-and-fifteen
116,one-hundred-and-sixteen,one-hundred-and-sixteen
117,one-hundred-and-seventeen,one-hundred-and-seventeen
118,one-hundred-and-eighteen,one-hundred-and-eighteen
119,one-hundred-and-nineteen,one-hundred-and-nineteen
120,one-hundred-and-twenty,one-hundred-and-twenty
121,one-hundred-and-twenty-one,one-hundred-and-twenty-one
122,one-hundred-and-twenty-two,one-hundred-and-twenty-two
123,one-hundred-and-twenty-three,one-hundred-and-twenty-three
124,one-hundred-and-twenty-four,one-hundred-and-twenty-four
125,one-hundred-and-twenty-five,one-hundred-and-twenty-five
126,one-hundred-and-twenty-six,one-hundred-and-twenty-six
127,one-hundred-and-twenty-seven,one-hundred-and-twenty-seven
128,one-hundred-and-twenty-eight,one-hundred-and-twenty-eight
129,one-hundred-and-twenty-nine,one-hundred-and-twenty-nine
130,one-hundred-and-thirty,one-hundred-and-thirty
131,one-hundred-and-thirty-one,one-hundred-and-thirty-one
132,one-hundred-and-thirty-two,one-hundred-and-thirty-two
133,one-hundred-and-thirty-three,one-hundred-and-thirty-three
134,one-hundred-and-thirty-four,one-hundred-and-thirty-four
135,one-hundred-and-thirty-five,one-hundred-and-thirty-five
136,one-hundred-and-thirty-six,one-hundred-and-thirty-six
137,one-hundred-and-thirty-seven,one-hundred-and-thirty-seven
138,one-hundred-and-thirty-eight,one-hundred-and-thirty-eight
139,one-hundred-and-thirty-nine,one-hundred-and-thirty-nine
140,one-hundred-and-forty,one-hundred-and-forty
141,one-hundred-and-forty-one,one-hundred-and-forty-one
142,one-hundred-and-forty-two,one-hundred-and-forty-two
143,one-hundred-and-forty-three,one-hundred-and-forty-three
144,one-hundred-and-forty-four,one-hundred-and-forty-four
145,one-hundred-and-forty-five,one-hundred-and-forty-five
146,one-hundred-and-forty-six,one-hundred-and-forty-six
147,one-hundred-and-forty-seven,one-hundred-and-forty-seven
148,one-hundred-and-forty-eight,one-hundred-and-forty-eight
149,one-hundred-and-forty-nine,one-hundred-and-forty-nine
150,one-hundred-and-fifty,one-hundred-and-fifty
151,one-hundred-and-fifty-one,one-hundred-and-fifty-one
152,one-hundred-and-fifty-two,one-hundred-and-fifty-two
153,one-hundred-and-fifty-three,one-hundred-and-fifty-three
154,one-hundred-and-fifty-four,one-hundred-and-fifty-four
155,one-hundred-and-fifty-five,one-hundred-and-fifty-five
156,one-hundred-and-fifty-six,one-hundred-and-fifty-six
157,one-hundred-and-fifty-seven,one-hundred-and-fifty-seven
158,one-hundred-and-fifty-eight,one-hundred-and-fifty-eight
159,one-hundred-and-fifty-nine,one-hundred-and-fifty-nine
160,one-hundred-and-sixty,one-hundred-and-sixty
161,one-hundred-and-sixty-one,one-hundred-and-sixty-one
162,one-hundred-and-sixty-two,one-hundred-and-sixty-two
163,one-hundred-and-sixty-three,one-hundred-and-sixty-three
164,one-hundred-and-sixty-four,one-hundred-and-sixty-four
165,one-hundred-and-sixty-five,one-hundred-and-sixty-five
166,one-hundred-and-sixty-six,one-hundred-and-sixty-six
167,one-hundred-and-sixty-seven,one-hundred-and-sixty-seven
168,one-hundred-and-sixty-eight,one-hundred-and-sixty-eight
169,one-hundred-and-sixty-nine,one-hundred-and-sixty-nine
170,one-hundred-and-seventy,one-hundred-and-seventy
171,one-hundred-and-seventy-one,one-hundred-and-seventy-one
172,one-hundred-and-seventy-two,one-hundred-and-seventy-two
173,one-hundred-and-seventy-three,one-hundred-and-seventy-three
174,one-hundred-and-seventy-four,one-hundred-and-seventy-four
175,one-hundred-and-seventy-five,one-hundred-and-seventy-five
176,one-hundred-and-seventy-six,one-hundred-and-seventy-six
177,one-hundred-and-seventy-seven,one-hundred-and-seventy-seven
178,one-hundred-and-seventy-eight,one-hundred-and-seventy-eight
179,one-hundred-and-seventy-nine,one-hundred-and-seventy-nine
180,one-hundred-and-eighty,one-hundred-and-eighty
181,one-hundred-and-eighty-one,one-hundred-and-eighty-one
182,one-hundred-and-eighty-two,one-hundred-and-eighty-two
183,one-hundred-and-eighty-three,one-hundred-and-eighty-three
184,one-hundred-and-eighty-four,one-hundred-and-eighty-four
185,one-hundred-and-eighty-five,one-hundred-and-eighty-five
186,one-hundred-and-eighty-six,one-hundred-and-eighty-six
187,one-hundred-and-eighty-seven,one-hundred-and-eighty-seven
188,one-hundred-and-eighty-eight,one-hundred-and-eighty-eight
189,one-hundred-and-eighty-nine,one-hundred-and-eighty-nine
190,one-hundred-and-ninety,one-hundred-and-ninety
191,one-hundred-and-ninety-one,one-hundred-and-ninety-one
192,one-hundred-and-ninety-two,one-hundred-and-ninety-two
193,one-hundred-and-ninety-three,one-hundred-and-ninety-three
194,one-hundred-and-ninety-four,one-hundred-and-ninety-four
195,one-hundred-and-ninety-five,one-hundred-and-ninety-five
196,one-hundred-and-ninety-six,one-hundred-and-ninety-six
197,one-hundred-and-ninety-seven,one-hundred-and-ninety-seven
198,one-hundred-and-ninety-eight,one-hundred-and-ninety-eight
199,one-hundred-and-ninety-nine,one-hundred-and-ninety-nine
200,two-hundred,hundred-two
201,two-hundred-and-one,two-hundred-and-one
202,two-hundred-and-two,two-hundred-and-two
203,two-hundred-and-three,two-hundred-and-three
204,two-hundred-and-four,two-hundred-and-four
205,two-hundred-and-five,two-hundred-and-five
206,two-hundred-and-six,two-hundred-and-six
207,two-hundred-and-seven,two-hundred-and-seven
208,two-hundred-and-eight,two-hundred-and-eight
209,two-hundred-and-nine,two-hundred-and-nine
210,two-hundred-and-ten,two-hundred-and-ten
211,two-hundred-and-eleven,two-hundred-and-eleven
212,two-hundred-and-twelve,two-hundred-and-twelve
213,two-hundred-and-thirteen,two-hundred-and-thirteen
214,two-hundred-and-fourteen,two-hundred-and-fourteen
215,two-hundred-and-fifteen,two-hundred-and-fifteen
216,two-hundred-and-sixteen,two-hundred-and-sixteen
217,two-hundred-and-seventeen,two-hundred-and-seventeen
218,two-hundred-and-eighteen,two-hundred-and-eighteen
219,two-hundred-and-nineteen,two-hundred-and-nineteen
220,two-hundred-and-twenty,two-hundred-and-twenty
221,two-hundred-and-twenty-one,two-hundred-and-twenty-one
222,two-hundred-and-twenty-two,two-hundred-and-twenty-two
223,two-hundred-and-twenty-three,two-hundred-and-twenty-three
224,two-hundred-and-twenty-four,two-hundred-and-twenty-four
225,two-hundred-and-twenty-five,two-hundred-and-twenty-five
226,two-hundred-and-twenty-six,two-hundred-and-twenty-six
227,two-hundred-and-twenty-seven,two-hundred-and-twenty-seven
228,two-hundred-and-twenty-eight,two-hundred-and-twenty-eight
229,two-hundred-and-twenty-nine,two-hundred-and-twenty-nine
230,two-hundred-and-thirty,two-hundred-and-thirty
231,two-hundred-and-thirty-one,two-hundred-and-thirty-one
232,two-hundred-and-thirty-two,two-hundred-and-thirty-two
233,two-hundred-and-thirty-three,two-hundred-and-thirty-three
234,two-hundred-and-thirty-four,two-hundred-and-thirty-four
235,two-hundred-and-thirty-five,two-hundred-and-thirty-five
236,two-hundred-and-thirty-six,two-hundred-and-thirty-six
237,two-hundred-and-thirty-seven,two-hundred-and-thirty-seven
238,two-hundred-and-thirty-eight,two-hundred-and-thirty-eight
239,two-hundred-and-thirty-nine,two-hundred-and-thirty-nine
240,two-hundred-and-forty,two-hundred-and-forty
241,two-hundred-and-forty-one,two-hundred-and-forty-one
242,two-hundred-and-forty-two,two-hundred-and-forty-two
243,two-hundred-and-forty-three,two-hundred-and-forty-three
244,two-hundred-and-forty-four,two-hundred-and-forty-four
245,two-hundred-and-forty-five,two-hundred-and-forty-five
246,two-hundred-and-forty-six,two-hundred-and-forty-six
247,two-hundred-and-forty-seven,two-hundred-and-forty-seven
248,two-hundred-and-forty-eight,two-hundred-and-forty-eight
249,two-hundred-and-forty-nine,two-hundred-and-forty-nine
250,two-hundred-and-fifty,two-hundred-and-fifty
251,two-hundred-and-fifty-one,two-hundred-and-fifty-one
252,two-hundred-and-fifty-two,two-hundred-and-fifty-two
253,two-hundred-and-fifty-three,two-hundred-and-fifty-three
254,two-hundred-and-fifty-four,two-hundred-and-fifty-four
255,two-hundred-and-fifty-five,two-hundred-and-fifty-five
256,two-hundred-and-fifty-six,two-hundred-and-fifty-six
257,two-hundred-and-fifty-seven,two-hundred-and-fifty-seven
258,two-hundred-and-fifty-eight,two-hundred-and-fifty-eight
259,two-hundred-and-fifty-nine,two-hundred-and-fifty-nine
260,two-hundred-and-sixty,two-hundred-and-sixty
261,two-hundred-and-sixty-one,two-hundred-and-sixty-one
262,two-hundred-and-sixty-two,two-hundred-and-sixty-two
263,two-hundred-and-sixty-three,two-hundred-and-sixty-three
264,two-hundred-and-sixty-four,two-hundred-and-sixty-four
265,two-hundred-and-sixty-five,two-hundred-and-sixty-five
266,two-hundred-and-sixty-six,two-hundred-and-sixty-six
267,two-hundred-and-sixty-seven,two-hundred-and-sixty-seven
268,two-hundred-and-sixty-eight,two-hundred-and-sixty-eight
269,two-hundred-and-sixty-nine,two-hundred-and-sixty-nine
270,two-hundred-and-seventy,two-hundred-and-seventy
271,two-hundred-and-seventy-one,two-hundred-and-seventy-one
272,two-hundred-and-seventy-two,two-hundred-and-seventy-two
273,two-hundred-and-seventy-three,two-hundred-and-seventy-three
274,two-hundred-and-seventy-four,two-hundred-and-seventy-four
